Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
75,tt1204340,2017-12-10,2017-12-10,"Peter Mullan as Joseph.

Hannah: ""I feel safe with you.""
Joseph: ""Nobody's safe with me.""",Tyrannosaur,https://www.imdb.com/title/tt1204340/,movie,7.5,92,2011,Drama,33363,2011-01-21,Paddy Considine
76,tt1205489,2017-12-10,2017-12-10,"Clint Eastwood as Walt Kowalski:
""Ever notice how you come across somebody once in a while you shouldn't have f..ked with? That's me.""",Gran Torino,https://www.imdb.com/title/tt1205489/,movie,8.1,116,2008,Drama,802300,2008-12-09,Clint Eastwood
77,tt0434409,2017-12-10,2017-12-10,"Hugo Weaving as V:
[Speaking to Evey Hammond]: ""That's it! See, at first I thought it was hate, too. Hate was all I knew, it built my world, it imprisoned me, taught me how to eat, how to drink, how to breathe. I thought I'd die with all my hate in my veins. But then something happened. It happened to me... just as it happened to you.""",V for Vendetta,https://www.imdb.com/title/tt0434409/,movie,8.2,132,2005,"Action, Drama, Sci-Fi, Thriller",1160824,2005-12-11,James McTeigue
78,tt0016220,2017-12-10,2017-12-10,"Lon Chaney as Erik / The Phantom:
[title card] ""If I am the Phantom, it is because man's hatred has made me so... If I shall be saved, it will be because your love redeems me.""",The Phantom of the Opera,https://www.imdb.com/title/tt0016220/,movie,7.5,93,1925,Horror,19752,1925-01-07,"Rupert Julian, Ernst Laemmle, Lon Chaney, Edward Sedgwick"
79,tt1560747,2017-12-10,2017-12-10,"Joaquin Phoenix as Freddie Quell.

Lancaster Dodd: ""Free winds and no tyranny for you, Freddie, sailor of the seas. You pay no rent, free to go where you please. Then go, go to that landless latitude and good luck. If you figure a way to live without serving a master, any master, then let the rest of us know, will you? For you'd be the first in the history of the world.""",The Master,https://www.imdb.com/title/tt1560747/,movie,7.1,138,2012,"Drama, History",183115,2012-09-01,Paul Thomas Anderson
80,tt0073486,2017-12-10,2017-12-10,"Jack Nicholson as Randle P. McMurphy:
""I must be crazy to be in a loony bin like this.""",One Flew Over the Cuckoo's Nest,https://www.imdb.com/title/tt0073486/,movie,8.7,133,1975,Drama,1050027,1975-11-19,Milos Forman
81,tt0061512,2017-12-10,2017-12-10,"Paul Newman as Luke.

Arletta: ""Why, we always thought you was strong enough to carry it. Was we wrong?""
Luke: ""I don't know. Well, things are just never the way they seem, Arletta, you know that. A man's just gotta go his own way.""",Cool Hand Luke,https://www.imdb.com/title/tt0061512/,movie,8.1,127,1967,"Crime, Drama",185523,1967-11-01,Stuart Rosenberg
82,tt0068786,2017-12-10,2017-12-10,"Steve McQueen as Junior 'JR' Bonner.

Curly Bonner: ""Junior, you're my brother, and I guess I love you. Well, we're family. I don't care what you do. You can sell one lot or a hundred lots. I'm just tryin' to keep us together.""
Junior 'JR' Bonner: ""I gotta go down my own road.""
Curly Bonner: ""What road? I mean, I'm workin' on my first million, and you're still workin' on eight seconds.""",Junior Bonner,https://www.imdb.com/title/tt0068786/,movie,6.7,100,1972,"Drama, Western",6710,1972-06-20,Sam Peckinpah
83,tt0057163,2017-12-10,2017-12-10,"Paul Newman as Hud Bannon.

Homer Bannon: ""You don't care about people Hud. You don't give a damn about 'em. Oh, you got all the charm goin' for ya. And it makes the youngsters want to be like ya. That's the shame of it because you don't value anything. You don't respect nothing. You keep no check on your appetites at all. You live just for yourself. And that makes you not fit to live with.""",Hud,https://www.imdb.com/title/tt0057163/,movie,7.8,112,1963,"Drama, Western",23471,1963-05-24,Martin Ritt
84,tt0059646,2017-12-10,2017-12-10,"Catherine Deneuve as Carole Ledoux.

Hélène Ledoux: ""Why did you throw Michael's things away?""
Carole Ledoux: ""I don't like them there.""",Repulsion,https://www.imdb.com/title/tt0059646/,movie,7.6,105,1965,"Drama, Horror, Thriller",56210,1965-05-19,Roman Polanski
85,tt0099763,2017-12-10,2017-12-10,"Michael Rooker as Henry.

Otis: ""Where are you going?""
Henry: ""Nowhere - you wanna come?""",Henry: Portrait of a Serial Killer,https://www.imdb.com/title/tt0099763/,movie,7.0,83,1986,"Biography, Crime, Drama, Horror, Thriller",39585,1986-09-24,John McNaughton
86,tt0162346,2017-12-10,2017-12-10,Thora Birch as Enid & Scarlett Johansson as Rebecca.,Ghost World,https://www.imdb.com/title/tt0162346/,movie,7.3,111,2001,"Comedy, Drama",125163,2001-06-16,Terry Zwigoff
87,tt0101410,2017-12-10,2017-12-10,"John Turturro as Barton Fink:
""I gotta tell you, the life of the mind... There's no roadmap for that territory... And exploring it can be painful.""",Barton Fink,https://www.imdb.com/title/tt0101410/,movie,7.6,116,1991,"Comedy, Drama, Thriller",127135,1991-05-18,"Ethan Coen, Joel Coen"
88,tt0138704,2017-12-10,2017-12-10,"Sean Gullette as Maximillian Cohen:
""9:13, Personal note: When I was a little kid my mother told me not to stare into the sun. So once when I was six I did. The doctors didn't know if my eyes would ever heal. I was terrified, alone in that darkness. Slowly, daylight crept in through the bandages, and I could see. But something else had changed inside of me. That day I had my first headache.""",Pi,https://www.imdb.com/title/tt0138704/,movie,7.3,84,1998,"Drama, Horror, Mystery, Sci-Fi, Thriller",184699,1998-01-19,Darren Aronofsky
89,tt0421082,2017-12-10,2017-12-10,"Sam Riley as Ian Curtis:
""I don't want to be in the band anymore. Unknown Pleasures was it. I was happy. I never meant for it to grow like this. When I'm up there, singing, they don't understand how much I give and how it affects me. Now they want more. They expect me to give more. And I don't know if I can. It's like it's not happening to me, but... someone pretending to be me, someone dressed in my skin. Now we're going to America. I have no control anymore. I don't know what to do.""",Control,https://www.imdb.com/title/tt0421082/,movie,7.6,122,2007,"Biography, Drama, Music",67802,2007-05-17,Anton Corbijn
90,tt0417658,2017-12-10,2017-12-10,"Matt Dillon as Hank Chinaski:
[Voice over] ""If you're going to try, go all the way. Otherwise don't even start. This could mean losing girlfriends, wives, relatives, jobs, and maybe your mind. It could mean not eating for three or four days. It could mean freezing on a park bench. It could mean jail. It could mean derision. It could mean mockery, isolation. Isolation is the gift. All the others are a test of your endurance. Of how much you really want to do it. And you'll do it, despite rejection in the worst odds. And it will be better than anything else you can imagine. If you're going to try, go all the way. There is no other feeling like that. You will be alone with the gods. And the nights will flame with fire. You will ride life straight to perfect laughter. It's the only good fight there is.""",Factotum,https://www.imdb.com/title/tt0417658/,movie,6.6,94,2005,"Comedy, Drama, Romance",14903,2005-04-12,Bent Hamer
91,tt0092618,2017-12-10,2017-12-10,"Mickey Rourke as Henry Chinaski:
[Voice over] ""And as my hands drop the last desperate pen, in some cheap room, they will find me there and never know my name, my meaning, nor the treasure of my escape.""

Wanda: ""I can't stand people, I hate them.""
Henry: ""Oh yeah?""
Wanda: ""Do you hate them?""
Henry: ""No, but I seem to feel better when they're not around.""",Barfly,https://www.imdb.com/title/tt0092618/,movie,7.1,100,1987,"Comedy, Drama, Romance",21554,1987-05-18,Barbet Schroeder
92,tt0102817,2017-12-10,2017-12-10,"Crispin Glover as Rubin Farr.

Rubin's Mother: ""Why don't you go out and make yourself a friend?""
Rubin: ""No!""
Rubin's Mother: ""Yes!""
Rubin: ""No!""
Rubin's Mother: ""Well then take out the trash.""",Rubin and Ed,https://www.imdb.com/title/tt0102817/,movie,7.0,82,1991,"Comedy, Drama",1968,1991-08-31,Trent Harris
93,tt0089791,2017-12-10,2017-12-10,"Paul Reubens as Pee-wee Herman:
""There's a lotta things about me you don't know anything about, Dottie. Things you wouldn't understand. Things you couldn't understand. Things you shouldn't understand.""
Dottie: ""I don't understand.""
Pee-wee: ""You don't wanna get mixed up with a guy like me. I'm a loner, Dottie. A rebel. So long, Dott.""",Pee-wee's Big Adventure,https://www.imdb.com/title/tt0089791/,movie,7.0,91,1985,"Adventure, Comedy, Family",58041,1985-07-26,Tim Burton
94,tt0211915,2017-12-10,2017-12-10,"Audrey Tautou as Amélie Poulain.

Narrator: ""Amélie still seeks solitude. She amuses herself with silly questions about the world below, such as 'How many people are having an orgasm right now?'""
[scenes of various orgasms taking place]
Amélie: ""Fifteen.""",Le fabuleux destin d'Amélie Poulain,https://www.imdb.com/title/tt0211915/,movie,8.3,122,2001,"Comedy, Romance",782080,2001-04-25,Jean-Pierre Jeunet
95,tt0246578,2017-12-10,2017-12-10,"Jake Gyllenhaal as Donnie Darko:
""I made a new friend.""
Dr. Lilian Thurman: ""Real or imaginary?""
Donnie: ""Imaginary.""",Donnie Darko,https://www.imdb.com/title/tt0246578/,movie,8.0,113,2001,"Drama, Mystery, Sci-Fi, Thriller",835080,2001-01-19,Richard Kelly
96,tt0268126,2017-12-10,2017-12-10,"Nicolas Cage as Charlie Kaufman & Donald Kaufman:
Charlie Kaufman: ""How could you have somebody held prisoner in a basement and... and working at a police station at the same time?""
Donald Kaufman: [Pause] ""Trick photography.""",Adaptation.,https://www.imdb.com/title/tt0268126/,movie,7.7,115,2002,"Comedy, Drama",199880,2002-12-03,Spike Jonze
97,tt0978762,2017-12-10,2017-12-10,"Philip Seymour Hoffman as Max Jerry Horovitz:
""When I was young, I invented an invisible friend called Mr. Ravioli. My psychiatrist says I don't need him anymore, so he just sits in the corner and reads.""",Mary and Max.,https://www.imdb.com/title/tt0978762/,movie,8.1,92,2009,"Animation, Comedy, Drama",183991,2009-01-15,Adam Elliot
98,tt0099487,2017-12-10,2017-12-10,"Johnny Depp as Edward Scissorhands.

Psychologist: ""The years spent in isolation have not equipped him with the tools necessary to judge right from wrong. He's had no context. He's been completely without guidance. Furthermore, his work - the garden sculptures, hairstyles and so forth - indicate that he's a highly imaginative... uh... character. It seems clear that his awareness of what we call reality is radically underdeveloped.""",Edward Scissorhands,https://www.imdb.com/title/tt0099487/,movie,7.9,105,1990,"Drama, Fantasy, Romance",513941,1990-12-06,Tim Burton
99,tt0091209,2017-12-10,2017-12-10,"Rutger Hauer as John Ryder.

Interrogation Sergeant: ""What's your name? Come on. What's your name? Do you have a name? Do you have a police record? Where are you from?""
John Ryder: ""Disneyland.""",The Hitcher,https://www.imdb.com/title/tt0091209/,movie,7.2,97,1986,"Action, Mystery, Thriller",51221,1986-01-17,Robert Harmon
100,tt0086199,2017-12-10,2017-12-10,"Author Fyodor Dostoyevsky (Quote from Crime and Punishment):
""He was so immersed in himself and had isolated himself so much from everyone that he was afraid not only of meeting his landlady but of meeting anyone at all. He was crushed by poverty; but even his strained circumstances had lately ceased to burden him.""",Rikos ja rangaistus,https://www.imdb.com/title/tt0086199/,movie,7.1,93,1983,"Crime, Drama",2671,1983-12-02,Aki Kaurismäki
101,tt1172570,2017-12-10,2018-08-30,"Tom Hardy as Charles Bronson / Michael Peterson:
[Real Life Charles Bronson Quote] ""How would you feel, waking up in the morning without a window? My window is a steel grid, I 'ave to put my lips against that steel grid and suck in air, that's my morning... 'cause I got no air in my cell. I have to eat, sleep and c**p in that room twenty-three hours of a twenty-four hour day. You tell me, what human being deserves that? Apart from the stinking paedophile or a child killer. I don't deserve that, I done nothing on this planet to deserve that. My bed is four inches off the floor, it's a concrete bed, my toilet hasn't even got a seat on it or a lid, and I 'ave to live like this month after month after month, and the way it's looking it's year after year after year. Now if that's right then so be it, but let somebody else 'ave a f**king go at it, 'cause I've had twenty-six years of this bollocks and it's time to come out, and I want the jury at my trial to come and see how I'm living. But I'm not living, I'm existing.""",Bronson,https://www.imdb.com/title/tt1172570/,movie,7.0,92,2008,"Action, Crime, Drama",138633,2008-10-31,Nicolas Winding Refn
102,tt0022100,2017-12-10,2017-12-10,"Peter Lorre as Hans Beckert:
""But I... I can't help myself! I have no control over this, this evil thing inside of me, the fire, the voices, the torment!""",M - Eine Stadt sucht einen Mörder,https://www.imdb.com/title/tt0022100/,movie,8.3,117,1931,"Crime, Mystery, Thriller",165343,1931-05-11,Fritz Lang
103,tt13694628,2023-08-09,2023-08-09,"Caleb Landry Jones as Nitram:
 ""Sometimes I watch myself, but I don't know who it is that I'm looking at. Like, I can't get to him. If I could just change him so that he was like everyone else, but I don't know how. So instead I'm here, stuck here, like this.""",Nitram,https://www.imdb.com/title/tt13694628/,movie,7.1,112,2021,"Crime, Drama, Thriller",9652,2021-07-16,Justin Kurzel
104,tt0144084,2017-12-10,2017-12-10,"Christian Bale as Patrick Bateman:
""There is an idea of Patrick Bateman; some kind of abstraction. But there is no real me: only an entity, something illusory. And though I can hide my cold gaze, and you can shake my hand and feel flesh gripping yours and maybe you can even sense our lifestyles are probably comparable... I simply am not there.""

Author Brett Easton Ellis (About the origins of his novel): 
""Bateman was crazy the same way I was. He did not come out of me sitting down and wanting to write a grand sweeping indictment of yuppie culture. It initiated because of my own isolation and alienation at a point in my life. I was living like Patrick Bateman. I was slipping into a consumerist kind of void that was supposed to give me confidence and make me feel good about myself but just made me feel worse and worse and worse about myself. That is where the tension of American Psycho came from.""",American Psycho,https://www.imdb.com/title/tt0144084/,movie,7.6,102,2000,"Crime, Drama, Horror",685454,2000-01-21,Mary Harron
105,tt0054215,2017-12-10,2017-12-10,"Anthony Perkins as Norman Bates:
""It's not like my mother is a maniac or a raving thing. She just goes a little mad sometimes. Haven't you?""",Psycho,https://www.imdb.com/title/tt0054215/,movie,8.5,109,1960,"Horror, Mystery, Thriller",704506,1960-06-16,Alfred Hitchcock
106,tt0278731,2017-12-10,2017-12-10,Ralph Fiennes as Dennis 'Spider' Cleg.,Spider,https://www.imdb.com/title/tt0278731/,movie,6.8,98,2002,"Drama, Mystery, Thriller",40629,2002-05-21,David Cronenberg
107,tt7286456,2019-04-03,2019-09-03,"Joaquin Phoenix as Arthur Fleck / Joker:
""Through my whole life, I didn't know if I really existed. But I do, and people are starting to notice.""",Joker,https://www.imdb.com/title/tt7286456/,movie,8.4,122,2019,"Crime, Drama, Thriller",1420379,2019-08-31,Todd Phillips
108,tt0468569,2017-12-10,2017-12-10,"Heath Ledger as the Joker:
""Oh, you. You just couldn't let me go, could you? This is what happens when an unstoppable force meets an immovable object. You truly are incorruptible, aren't you? You won't kill me out of some misplaced sense of self-righteousness. And I won't kill you because you're just too much fun. I think you and I are destined to do this forever.""",The Dark Knight,https://www.imdb.com/title/tt0468569/,movie,9.0,152,2008,"Action, Crime, Drama, Thriller",2801318,2008-07-14,Christopher Nolan
109,tt0372784,2017-12-10,2017-12-10,"Christian Bale as Bruce Wayne: 
""They told me there was nothing out there, nothing to fear. But the night my parents were murdered I caught a glimpse of something. I've looked for it ever since. I went around the world, searched in all the shadows. And there is something out there in the darkness, something terrifying, something that will not stop until it gets revenge... Me.""",Batman Begins,https://www.imdb.com/title/tt0372784/,movie,8.2,140,2005,"Action, Crime, Drama",1544256,2005-05-31,Christopher Nolan
110,tt1074638,2017-12-10,2017-12-10,"Daniel Craig as James Bond.

M: ""Orphans always make the best recruits.""",Skyfall,https://www.imdb.com/title/tt1074638/,movie,7.8,143,2012,"Action, Adventure, Thriller",720341,2012-10-23,Sam Mendes
111,tt0059749,2017-12-10,2019-01-24,Richard Burton as Alec Leamas.,The Spy Who Came in from the Cold,https://www.imdb.com/title/tt0059749/,movie,7.5,112,1965,"Drama, Thriller",18442,1965-05-26,Martin Ritt
112,tt0258463,2017-12-10,2017-12-10,"Matt Damon as Jason Bourne:
""How could I forget about you? You're the only person I know.""",The Bourne Identity,https://www.imdb.com/title/tt0258463/,movie,7.8,119,2002,"Action, Mystery, Thriller",567315,2002-06-06,Doug Liman
113,tt0062229,2017-12-10,2017-12-10,"Alain Delon as Jef Costello.

Olivier Rey's associate: ""He's a lone wolf.""
Olivier Rey: ""He's a wounded wolf; now there will be a trail. He must be disposed of quickly.""",Le Samouraï,https://www.imdb.com/title/tt0062229/,movie,8.0,105,1967,"Crime, Drama, Thriller",55250,1967-10-25,Jean-Pierre Melville
114,tt0055630,2017-12-10,2017-12-10,Toshirô Mifune as Sanjuro Kuwabatake / The Samurai.,Yôjinbô,https://www.imdb.com/title/tt0055630/,movie,8.2,110,1961,"Action, Drama, Thriller",128746,1961-04-25,Akira Kurosawa
115,tt0266697,2017-12-10,2017-12-10,"Uma Thurman as 'The Bride' / Beatrix Kiddo:
""Looked dead, didn't I? But I wasn't. But it wasn't from lack of trying, I can tell you that. Actually, Bill's last bullet put me in a coma. A coma I was to lie in for four years. When I woke up, I went on what the movie advertisements refer to as a 'roaring rampage of revenge.' I roared. I rampaged. And I got bloody satisfaction. I've killed a hell of a lot of people to get to this point, but I have only one more. The last one. The one I'm driving to right now. The only one left. And when I arrive at my destination, I am gonna kill Bill.""",Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697/,movie,8.2,111,2003,"Action, Crime, Thriller",1166166,2003-09-29,Quentin Tarantino
116,tt0165798,2017-12-10,2017-12-10,"Forest Whitaker as Ghost Dog:
""It is a good viewpoint to see the world as a dream. When you have something like a nightmare, you will wake up and tell yourself that it was only a dream. It is said that the world we live in is not a bit different from this.""",Ghost Dog: The Way of the Samurai,https://www.imdb.com/title/tt0165798/,movie,7.5,116,1999,"Crime, Drama",95326,1999-05-19,Jim Jarmusch
117,tt0122690,2017-12-10,2017-12-10,"Robert De Niro as Sam:
""Whenever there is any doubt, there is no doubt. That's the first thing they teach you.""
Vincent: ""Who taught you?""
Sam: ""I don't remember. That's the second thing they teach you.""
[last lines]
Vincent: ""No questions. No answers. That's the business we're in. You just accept it and move on. Maybe that's lesson number three.""",Ronin,https://www.imdb.com/title/tt0122690/,movie,7.2,122,1998,"Action, Crime, Thriller",191651,1998-09-12,John Frankenheimer
118,tt1440728,2017-12-10,2017-12-10,"George Clooney as Jack / Edward.

Pavel: ""And above all... don't make any friends, Jack. You used to know that.""",The American,https://www.imdb.com/title/tt1440728/,movie,6.3,105,2010,"Action, Crime, Drama, Thriller",100926,2010-09-01,Anton Corbijn
119,tt0086420,2017-12-10,2017-12-10,Coluche (Michel Colucci) as Lambert.,Tchao pantin,https://www.imdb.com/title/tt0086420/,movie,7.3,100,1983,"Crime, Drama",3057,1983-12-21,Claude Berri
120,tt0070334,2019-07-27,2019-07-27,"Elliott Gould as Philip Marlowe:
""You don't happen to have a cat by any chance?""
Supermarket clerk: """"What do I need a cat for, I've got a girl.""
Philip Marlowe: ""Ha, ha. He's got a girl, I got a cat.""",The Long Goodbye,https://www.imdb.com/title/tt0070334/,movie,7.5,112,1973,"Comedy, Crime, Drama, Mystery, Thriller",35326,1973-03-07,Robert Altman
121,tt0054687,2017-12-10,2017-12-10,"Allen Baron as Frank Bono.

Narrator: ""You're alone. But you don't mind that. You're a loner. That's the way it should be. You've always been alone. By now it's your trademark. You like it that way.""",Blast of Silence,https://www.imdb.com/title/tt0054687/,movie,7.5,77,1961,"Crime, Drama, Thriller",4927,1961-03-20,Allen Baron
122,tt0455944,2021-09-30,2021-09-30,"Denzel Washington as Robert McCall.

Teri: ""There's no ring.""
Robert McCall: ""Hmm?""
Teri: ""On your wedding finger, there's no ring.""
Robert McCall: ""No.""
Teri: ""No Mrs. Robert at home?""
Robert McCall: ""No.""
Teri: ""Was there ever?""
Robert McCall: ""Once.""
Teri: ""Did you break her heart?""
Robert McCall: ""She broke mine.""
Teri: ""You know, I see a lot of widowed guys. Something in your eyes. You know, it's not sad, It's just kinda... lost, you know.""",The Equalizer,https://www.imdb.com/title/tt0455944/,movie,7.2,132,2014,"Action, Crime, Thriller",404991,2014-09-07,Antoine Fuqua
123,tt0110413,2017-12-10,2018-08-30,"Jean Reno as Léon.

Mathilda: ""Is life always this hard, or is it just when you're a kid?""
Léon: ""Always like this.""
_______

Mathilda: ""I Don't wanna lose you, Leon.""
Léon: ""You're not going to lose me. You've given me a taste for life. I wanna be happy. Sleep in a bed, have roots. And you'll never be alone again, Mathilda. Please, go now, baby, go. Calm down, go now, go.""",Léon,https://www.imdb.com/title/tt0110413/,movie,8.5,110,1994,"Action, Crime, Drama, Thriller",1217465,1994-09-14,Luc Besson
124,tt2397535,2017-12-10,2017-12-10,"Ethan Hawke as The Barkeep & Sarah Snook as The Unmarried Mother:
[Referring to her future] ""This life. Is it lonely?""
The Bartender: ""No family.""
The Unmarried mother: ""No.""
The Bartender: ""But, you do have a purpose.""",Predestination,https://www.imdb.com/title/tt2397535/,movie,7.4,97,2014,"Action, Drama, Sci-Fi, Thriller",296446,2014-03-08,"Michael Spierig, Peter Spierig"
125,tt0083944,2017-12-10,2017-12-10,"Sylvester Stallone as John J. Rambo:
""I can't get it out of my head. A dream of seven years. Everyday I have this. And sometimes I wake up and I don't know where I am. I don't talk to anybody. Sometimes a day - a week. I can't put it out of my mind.""",First Blood,https://www.imdb.com/title/tt0083944/,movie,7.7,93,1982,"Action, Adventure, Thriller",269064,1982-10-22,Ted Kotcheff
126,tt0062138,2017-12-10,2017-12-10,"Lee Marvin as Walker.

Brewster: ""You're a very bad man, Walker, a very destructive man! Why do you run around doing things like this?""",Point Blank,https://www.imdb.com/title/tt0062138/,movie,7.3,92,1967,"Crime, Drama, Thriller",22714,1967-08-30,John Boorman
127,tt6768578,2019-01-24,2019-01-24,Marcello Fonte as Marcello.,Dogman,https://www.imdb.com/title/tt6768578/,movie,7.2,103,2018,"Crime, Drama, Thriller",28792,2018-05-16,Matteo Garrone
128,tt0069947,2017-12-10,2017-12-10,"Edward Fox as the Jackal.

Berthier: ""We're in trouble on this one. Our agents inside the OAS can't pin him down, since not even the OAS knows who he is. Action Service can't destroy him; they don't know who to destroy. The gendarmes, all forty-eight thousand of them, can't pursue him; they don't know who to pursue. The police can't arrest him. How can they? They don't know who to arrest. Without a name, all other proposals are meaningless. The first task, then, is to find it. We get a name, we get a passport and a face. And with a face, we get an arrest. But to find his name, and to do it in secret, is a job of pure detective work.""",The Day of the Jackal,https://www.imdb.com/title/tt0069947/,movie,7.8,143,1973,"Crime, Drama, Thriller",43877,1973-05-16,Fred Zinnemann
129,tt0477348,2017-12-10,2017-12-10,"Javier Bardem as Anton Chigurh.

Nervous Accountant: ""Are you going to shoot me?""
Anton Chigurh: ""That depends. Do you see me?""",No Country for Old Men,https://www.imdb.com/title/tt0477348/,movie,8.2,122,2007,"Crime, Drama, Thriller",1031486,2007-05-19,"Ethan Coen, Joel Coen"
130,tt0114005,2017-12-10,2017-12-10,"Henry Czerny as The Underground Man:
""I am a sick man. I think it's my liver but I refuse to see a doctor. From spite. I'm a spiteful man. I've been living like this for a long time. I used to work in the Building Department but I don't now. I was a bad civil servant. I was unciviled. I was spiteful. No, no, no, no. That's a lie! I'm not spiteful. Uh, I'm not anything. But I am sick. I'm crippled from too much introspection, as in too much awareness is a disease, a crippling disease, absolutely.""",Notes from Underground,https://www.imdb.com/title/tt0114005/,movie,6.3,88,1995,Drama,441,1995-09-12,Gary Walkow
131,tt14598598,2021-09-17,2021-09-17,Gong Seung-Yeon as Jina.,Honja saneun saramdeul,https://www.imdb.com/title/tt14598598/,movie,6.8,91,2021,Drama,2201,2021-04-30,Hong Seong-eun
132,tt7557108,2021-10-14,2021-10-14,"Morfydd Clark as Maud & Jennifer Ehle as Amanda.

Amanda: ""You must be the loneliest girl I've ever seen.""",Saint Maud,https://www.imdb.com/title/tt7557108/,movie,6.7,84,2019,"Drama, Horror, Mystery, Thriller",44537,2019-09-08,Rose Glass
133,tt0200071,2017-12-10,2017-12-10,"Émilie Dequenne as Rosetta:
""Your name is Rosetta. My name is Rosetta. You found a job. I found a job. You've got a friend. I've got a friend. You have a normal life. I have a normal life. You won't fall in a rut. I won't fall in a rut. Good night. Good night.""",Rosetta,https://www.imdb.com/title/tt0200071/,movie,7.4,95,1999,Drama,15273,1999-05-22,"Luc Dardenne, Jean-Pierre Dardenne"
134,tt0303361,2017-12-10,2017-12-10,"Angela Bettis as May Dove Canady:
""Don't be mad, you've been my friend my whole life. And you see me, you always have, but... I need a real friend. Someone I can hold.""",May,https://www.imdb.com/title/tt0303361/,movie,6.6,93,2002,"Drama, Horror",39814,2002-01-13,Lucky McKee
135,tt0074285,2017-12-10,2017-12-10,"Sissy Spacek as Carrie White:
""I mean, all the kids think I'm funny, and I don't wanna be. I wanna be normal, I wanna start to try me, a whole person, before it's to late for me to... """,Carrie,https://www.imdb.com/title/tt0074285/,movie,7.4,98,1976,"Horror, Mystery",202142,1976-11-03,Brian De Palma
136,tt0953318,2017-12-10,2017-12-10,"Greg Timmermans as Ben:
""It is high time to become who you are.""",Ben X,https://www.imdb.com/title/tt0953318/,movie,7.3,93,2007,"Drama, Thriller",19278,2007-08-26,Nic Balthazar
137,tt0335266,2017-12-10,2017-12-10,"Scarlett Johansson as Charlotte & Bill Murray as Bob Harris.
Charlotte: ""I just don't know what I'm supposed to be.""
Bob: ""You'll figure that out. The more you know who you are, and what you want, the less you let things upset you.""",Lost in Translation,https://www.imdb.com/title/tt0335266/,movie,7.7,102,2003,"Comedy, Drama",477826,2003-08-29,Sofia Coppola
138,tt0114906,2017-12-10,2017-12-10,"Heather Matarazzo as Dawn Wiener:
""Why do you hate me?""
Lolita: ""Because you're ugly.""",Welcome to the Dollhouse,https://www.imdb.com/title/tt0114906/,movie,7.4,88,1995,"Comedy, Drama",36555,1995-09-10,Todd Solondz
139,tt0080678,2017-12-10,2017-12-10,"John Hurt as John (Joseph) Merrick:
""I am not an elephant! I am not an animal! I am a human being! I am a man!""",The Elephant Man,https://www.imdb.com/title/tt0080678/,movie,8.2,124,1980,"Biography, Drama",253459,1980-10-02,David Lynch
140,tt1430132,2017-12-10,2017-12-10,"Hugh Jackman as Logan / Wolverine:
""What they did to me, what I am, can't be undone.""",The Wolverine,https://www.imdb.com/title/tt1430132/,movie,6.7,126,2013,"Action, Sci-Fi",484932,2013-07-16,James Mangold
141,tt0021884,2017-12-10,2017-12-10,"Boris Karloff as The Creature (From author Mary Shelly's; Frankenstein):
""All men hate the wretched; how then, must I be hated, who am miserable beyond all living things! Yet you, my creator, detest and spurn me, thy creature, to whom thou art bound by ties only dissoluble by the annihilation of one of us.""",Frankenstein,https://www.imdb.com/title/tt0021884/,movie,7.8,70,1931,"Drama, Horror, Sci-Fi, Thriller",78155,1931-11-19,James Whale
142,tt0083658,2017-12-10,2017-12-10,"Harrison Ford as Rick Deckard.

Roy Blatty: ""I've seen things you people wouldn't believe. Attack ships on fire off the shoulder of Orion. I watched C-beams glitter in the dark near the Tannhauser gate. All those moments will be lost in time... like tears in rain... Time to die.""

Rick Deckard [Narrating]: ""I don't know why he saved my life. Maybe in those last moments he loved life more than he ever had before. Not just his life - anybody's life; my life. All he'd wanted were the same answers the rest of us want. Where did I come from? Where am I going? How long have I got? All I could do was sit there and watch him die.""",Blade Runner,https://www.imdb.com/title/tt0083658/,movie,8.1,117,1982,"Action, Drama, Sci-Fi, Thriller",805579,1982-06-25,Ridley Scott
143,tt0065492,2017-12-10,2017-12-10,Bud Cort as Brewster McCloud.,Brewster McCloud,https://www.imdb.com/title/tt0065492/,movie,6.9,105,1970,"Comedy, Crime, Fantasy",5502,1970-12-05,Robert Altman
144,tt0067185,2017-12-10,2017-12-10,"Bud Cort as Harold:
""You sure have a way with people.""
Maude: ""Well, they're my species!""",Harold and Maude,https://www.imdb.com/title/tt0067185/,movie,7.9,91,1971,"Comedy, Drama, Romance",80670,1971-12-20,Hal Ashby
145,tt4034228,2018-05-07,2018-05-07,"Casey Affleck as Lee Chandler:
""I can't beat it. I can't beat it. I'm sorry.""",Manchester by the Sea,https://www.imdb.com/title/tt4034228/,movie,7.8,137,2016,Drama,302858,2016-01-23,Kenneth Lonergan
146,tt0361862,2017-12-10,2017-12-10,"Christian Bale as Trevor Reznik:
""A little guilt goes a long way.""",The Machinist,https://www.imdb.com/title/tt0361862/,movie,7.6,101,2004,"Drama, Thriller",408860,2004-01-18,Brad Anderson
